afdc_ra,badenglh,emp,expstat,fdst_ra,ged,kids,kidsud4,longafdc,married,minor02,minor03,minor04,neveradc,neverful,neverwrk,nodegree,single,numinhh,schlhgst,agesq,pre12ern,pre12wrk,bifid,age,caltime,site,treated
,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,12,650,,,105801,26,17,5,0
0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,4,10,650,,1,105859,26,17,5,0
0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,12,756,2500,0,105864,28,20,5,1
0,0,1,1,0,0,1,1,0,,0,1,0,1,1,0,1,,7,12,552,3500,1,105865,24,21,5,1
0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,12,1806,3400,1,105892,43,20,5,0
0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,4,12,650,999,0,106065,26,19,5,1
1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,12,992,400,0,106158,32,27,15,0
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,3,12,812,0,0,106160,29,26,15,0
1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,3,12,1056,,0,106164,33,26,15,1
1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,4,9,992,0,0,106175,32,26,15,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,3,12,1122,0,0,106180,34,26,15,1
1,1,0,0,1,0,1,0,1,,0,1,0,0,0,1,0,,3,12,870,,0,106183,30,26,15,1
0,1,0,0,0,0,,,0,0,0,1,0,1,0,0,0,1,4,12,1406,9658,0,106191,38,26,15,1
1,1,0,1,,0,1,1,1,0,0,1,0,0,0,0,0,1,2,12,650,862,0,106228,26,26,15,1
,0,1,0,,1,1,1,0,0,1,0,0,1,0,0,1,0,5,16,702,160,0,106234,27,27,15,0
,0,0,0,0,0,,,0,0,0,0,0,1,0,1,1,0,,8,5256,,0,106277,73,29,15,0
,0,0,1,0,,,,0,0,0,0,0,1,0,1,1,0,,8,3192,,0,106278,57,29,15,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,11,4830,,,106280,70,29,15,0
1,0,0,0,1,,1,1,1,0,0,1,0,0,0,0,1,1,3,12,650,0,0,106282,26,26,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,,9,4830,,0,106283,70,29,15,0
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,10,2652,1995,1,106315,52,25,15,1
1,0,1,1,0,,1,0,1,0,1,0,0,0,0,0,1,0,2,12,2070,1500,0,106323,46,25,15,0
1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,5,11,650,0,0,106332,26,25,15,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,12,650,3000,0,106338,26,25,15,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,12,702,,0,106346,27,27,15,1
1,0,0,0,1,1,1,0,1,,1,0,0,0,0,0,1,,8,8,1482,250,0,106348,39,27,15,0
1,1,0,1,1,1,1,,0,0,0,1,0,0,0,0,1,0,2,12,1260,,0,106349,36,27,15,1
0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,12,1122,1102,0,106354,34,27,15,0
1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,3,11,650,,0,106361,26,25,15,0
1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,3,9,650,,0,106374,26,25,15,1
0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,3,14,1056,2241,1,106383,33,28,15,0
0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,11,2550,0,0,106408,51,26,15,1
0,0,0,1,0,0,1,0,0,,1,0,0,0,0,0,1,,3,12,1056,7800,1,106420,33,26,15,0
1,0,1,1,1,,1,1,1,0,1,0,0,0,0,0,1,1,3,13,756,0,0,106429,28,25,15,1
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3,9,1190,7000,1,106437,35,26,15,1
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,11,870,7800,1,106439,30,26,15,1
1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,12,930,0,0,106468,31,27,15,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,12,702,,,106484,27,25,15,0
1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,3,9,992,,0,106498,32,25,15,1
1,0,1,1,1,1,,,1,0,1,0,0,0,1,0,1,1,6,13,1260,,0,106500,36,26,15,0
0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,,0,3,11,1482,6768,0,106502,39,25,15,0
0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,5,12,600,0,0,106520,25,27,15,1
1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,3,14,1640,0,0,106526,41,27,15,0
1,0,0,1,1,0,1,,1,0,1,0,0,0,0,0,0,1,2,12,756,,1,106534,28,28,15,1
1,1,0,0,1,0,1,0,,0,0,1,0,0,0,1,0,0,2,12,756,,0,106536,28,26,15,0
1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,4,12,702,,0,106549,27,23,15,0
1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,12,600,0,0,106576,25,26,15,1
1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,10,1332,0,0,106602,37,24,15,0
0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,4,14,1122,5000,1,106616,34,26,15,1
0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,14,1722,,,106713,42,20,15,0
0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,1,1,1,15,1056,250,0,106720,33,20,15,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,12,1056,1695,0,106730,33,20,15,0
1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,12,650,,,106825,26,21,15,1
0,0,1,1,1,,1,0,0,0,0,0,0,1,0,0,1,1,2,12,1560,4900,0,106995,40,21,15,0
0,0,1,1,0,,0,0,0,0,0,0,0,1,0,0,1,1,5,14,1260,0,0,107065,36,25,15,1
1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,5,12,812,,0,107111,29,19,15,1
1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,5,12,552,,0,107184,24,26,15,1
,,1,1,,,,,,,0,1,0,,1,0,,,,,1332,,,107212,37,27,15,1
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,0,3,14,1122,,,107213,34,27,15,1
0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,14,1190,5699,1,107217,35,27,15,1
1,1,1,1,1,0,1,0,0,,0,0,1,1,0,1,,,4,14,1640,,0,107220,41,27,15,1
,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4,,2162,0,0,107223,47,27,15,1
0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,12,1640,5520,,107228,41,27,15,1
0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,11,2550,7040,1,107233,51,27,15,0
1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,12,1406,0,0,107237,38,27,15,0
,1,1,1,1,1,,,1,0,0,1,0,0,0,0,,1,4,10,756,1020,0,107242,28,26,15,1
,,0,1,,,,,,,0,0,0,,1,0,,,,,1122,,,107249,34,27,15,1
0,0,1,1,1,,0,0,0,0,0,0,0,1,0,0,1,1,1,12,1260,0,0,107286,36,29,15,1
1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,8,12,1260,0,0,107297,36,26,15,0
1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,4,10,1482,234,0,107308,39,26,15,1
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,2,11,2256,,0,107312,48,26,15,1
1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,9,870,4778,1,107359,30,26,15,0
0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,4,11,870,0,0,107372,30,26,15,1
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,8,1260,,0,107378,36,25,15,1
1,0,1,1,1,1,1,0,1,,0,0,0,0,0,0,1,,4,10,1640,0,0,107386,41,25,15,1
0,0,1,1,0,1,,,0,0,1,0,0,0,0,0,1,0,4,14,2256,2000,0,107444,48,22,15,0
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,8,650,,,107457,26,22,15,0
,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2,9,1406,,,107527,38,21,15,0
1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,5,11,600,1280,0,107651,25,18,15,0
,0,1,1,1,,1,1,0,0,0,0,0,0,0,0,1,0,3,15,870,,,107654,30,18,15,0
1,0,0,1,1,0,1,1,0,,1,0,0,0,0,1,0,,5,16,1560,,0,107664,40,18,15,1
0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,5,8,600,,0,107693,25,29,15,0
1,0,0,1,1,0,,,1,0,1,0,0,0,0,1,0,1,2,14,992,,0,107773,32,19,15,1
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,2,11,1056,,,107879,33,19,15,1
1,0,0,0,1,,1,1,1,0,1,0,0,0,0,0,,1,3,,702,0,0,107890,27,18,15,0
1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,3,10,870,5400,1,107895,30,18,15,1
0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,2,9,552,,0,107910,24,18,15,1
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,4,10,702,,0,107923,27,22,15,0
1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,3,9,756,3000,0,107940,28,17,15,1
1,0,0,1,,0,1,0,1,0,1,0,0,0,0,0,1,1,3,9,600,500,0,107947,25,17,15,1
1,0,0,1,1,1,1,1,0,,0,0,0,0,0,0,1,,2,9,1056,0,,107951,33,19,15,1
0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,,0,4,12,930,8000,1,107977,31,18,15,0
1,0,0,1,1,1,1,0,1,,1,0,0,0,0,0,1,,3,8,870,0,,108014,30,18,15,0
,,1,1,,,,,,,1,0,0,,1,0,,,,,930,,,108023,31,17,15,1
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,16,1332,300,1,108025,37,17,15,0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,8,14,552,3000,0,108028,24,17,15,1
0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,1,0,2,12,930,138,0,108048,31,27,15,1
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,3,8,1406,,0,108056,38,25,15,1
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,7,1640,,0,108060,41,25,15,1
1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,14,992,,0,108067,32,25,15,0
0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,3,,1980,,,108090,45,21,15,1
0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,9,600,0,0,108102,25,21,15,0
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3,7,812,,,108108,29,21,15,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11,702,2800,0,108124,27,19,15,1
1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,3,9,600,0,0,108130,25,18,15,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,12,1806,7675,1,108131,43,23,15,1
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,992,0,0,108140,32,17,15,0
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,13,2070,999,0,108141,46,17,15,0
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,12,930,,,108155,31,21,13,1
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,14,1806,2868,0,108181,43,22,13,0
1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,5,10,930,7200,1,108193,31,20,13,0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,6,7,992,438,0,108198,32,20,13,0
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,3,9,930,,0,108210,31,20,13,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,10,930,2602,,108218,31,23,13,0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,6,12,552,,0,108251,24,24,13,0
0,0,1,0,0,0,1,0,0,,0,0,0,1,0,0,0,,3,14,870,8000,1,108252,30,26,13,0
1,0,0,0,1,0,1,,1,0,1,0,0,0,0,0,1,1,10,10,702,350,0,108253,27,25,13,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,13,1190,,0,108259,35,26,13,1
0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,16,1056,10000,0,108278,33,21,13,1
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,13,1482,9000,1,108281,39,25,13,0
1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,15,2162,,0,108286,47,24,13,1
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,11,702,3000,1,108295,27,21,13,0
1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,7,9,1190,,,108304,35,20,13,1
1,0,1,1,1,,1,0,0,0,0,0,0,0,0,0,1,1,2,12,702,6000,1,108307,27,24,13,1
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,12,930,,,108316,31,25,13,1
1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,4,11,1190,0,0,108338,35,24,13,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13,702,0,0,108344,27,29,13,1
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,6,13,702,,0,108354,27,29,13,0
,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,12,1190,9525,1,108403,35,24,13,1
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,1332,,1,108424,37,30,13,1
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3,12,600,0,0,108435,25,29,13,1
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,12,1190,15000,1,108442,35,28,13,1
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,9,756,,0,108453,28,25,13,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,870,0,0,108460,30,26,13,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,12,930,13487,1,108480,31,31,13,1
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,4,7,870,,0,108487,30,32,13,0
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,14,1722,6000,1,108489,42,31,13,1
1,0,0,1,1,0,1,,1,0,0,0,0,0,0,0,1,0,3,11,930,2400,0,108505,31,32,13,1
0,0,1,0,0,,1,1,0,0,0,0,0,1,0,0,1,1,4,13,1560,17000,0,108547,40,24,13,0
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,12,552,2505,1,108564,24,33,13,1
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,11,1806,3000,1,108612,43,25,13,1
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,14,600,,,108634,25,21,13,1
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,12,756,0,0,108638,28,30,13,1
1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,0,2,10,1332,6740,0,108659,37,22,13,1
1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,0,3,9,1122,200,0,108669,34,25,13,1
0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,5,11,992,6783,1,108686,32,25,13,1
0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,0,0,5,13,1722,,0,108692,42,25,13,0
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,12,1190,8500,1,108694,35,25,13,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,3306,8113,1,108887,58,21,3,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,1806,4650,1,108888,43,21,3,0
0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,5,11,1892,4269,1,108891,44,19,3,0
1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,3,11,870,,0,108922,30,24,3,0
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,4,10,1056,,,108932,33,23,3,1
1,0,0,0,1,1,,,1,0,0,0,0,0,0,0,1,0,3,12,1640,,,108935,41,23,3,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,13,992,776,0,108936,32,24,3,1
0,0,1,1,0,0,,,0,0,0,0,0,1,0,0,0,0,4,12,1482,,,108942,39,23,3,1
0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,4,10,1806,0,,108949,43,19,3,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,11,702,276,0,108951,27,20,3,1
0,0,1,1,0,1,0,0,0,,0,0,0,1,0,0,1,,1,9,702,6500,1,108952,27,20,3,0
0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,1,11,3540,4488,1,108954,60,19,3,0
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,9,7,1482,,0,108964,39,19,3,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,8,1122,700,0,108978,34,20,3,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,10,600,1701,0,109018,25,19,3,0
0,0,0,1,0,0,1,0,0,,0,0,0,1,0,0,1,,2,11,2256,,,109019,48,19,3,0
1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,5,8,650,,0,109026,26,19,3,0
0,0,1,1,0,1,1,0,0,,0,0,0,1,0,0,1,,3,12,812,0,0,109039,29,18,3,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,8,2550,160,0,109042,51,18,3,0
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,12,756,2000,1,109050,28,20,3,1
1,0,1,1,0,,,,1,0,1,0,0,0,0,0,1,1,9,12,552,,0,109068,24,20,3,1
,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,12,1190,3000,1,109076,35,25,13,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,12,1056,6000,1,109077,33,25,13,1
1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,13,600,0,0,109078,25,25,13,1
0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4,14,812,,,109084,29,25,13,0
0,0,1,1,0,0,,,0,0,0,0,0,1,0,0,0,1,1,13,992,,,109089,32,26,13,0
1,0,1,1,1,0,1,0,0,,0,0,0,0,0,1,1,,5,8,1560,,0,109099,40,19,13,1
1,0,0,1,1,0,1,0,1,,0,0,0,0,0,1,0,,3,12,1056,,0,109113,33,19,13,1
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,10,1260,,,109118,36,21,13,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,14,1122,,,109122,34,21,13,0
,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,5,13,992,2250,0,109123,32,20,13,1
1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,12,600,500,0,109128,25,21,13,1
0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,5,10,992,0,0,109137,32,19,13,0
,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,13,1640,3500,1,109138,41,21,13,1
1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,4,7,702,,0,109150,27,20,13,0
0,0,1,0,1,,1,0,1,0,0,0,0,0,0,0,1,0,4,12,1056,3852,1,109153,33,20,13,0
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,11,1806,,,109159,43,21,13,1
,0,0,0,,0,0,0,0,1,0,0,0,1,0,1,0,0,2,14,4970,,0,109172,71,21,13,0
0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,5,14,1406,2152,0,109177,38,21,13,0
0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,2,12,2162,,,109178,47,22,13,0
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,9,1892,8000,1,109179,44,21,13,0
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,11,992,2645,1,109181,32,21,13,1
1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,3,11,756,,,109191,28,21,13,0
0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,15,702,3000,1,109192,27,21,13,0
1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,4,11,600,,,109195,25,21,13,1
0,0,1,1,1,0,,,1,1,0,0,0,0,0,0,0,0,4,14,1640,3500,1,109198,41,24,13,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,10,1406,0,0,109224,38,26,13,1
0,0,0,0,1,1,0,0,0,,0,0,0,1,0,0,,,1,10,1122,0,,109227,34,25,13,1
1,0,1,1,0,0,1,1,0,,0,0,0,0,0,0,0,,4,16,702,0,0,109229,27,29,13,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5,11,1122,1800,1,109232,34,25,13,0
0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,15,1406,3200,0,109246,38,26,13,0
0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,11,930,,,109247,31,27,13,0
0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,12,992,475,0,109265,32,31,13,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,3080,17300,1,109266,56,31,13,1
0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,12,2970,,,109287,55,25,13,1
0,0,1,1,0,,1,0,0,0,0,0,0,0,0,0,1,0,4,13,1122,10000,1,109301,34,22,13,1
1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,4,11,1722,,,109320,42,22,13,1
1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,5,12,600,4000,0,109330,25,21,13,1
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,2,12,1406,,0,109375,38,25,13,1
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,10,870,0,0,109383,30,27,13,0
0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,12,600,380,0,109402,25,27,13,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,12,552,1000,0,109407,24,27,13,0
0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,12,650,0,0,109410,26,27,13,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,12,1056,,1,109427,33,28,13,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,12,812,2700,0,109428,29,27,13,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,1056,8000,1,109434,33,29,13,0
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,870,120,0,109450,30,25,13,1
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,8,12,930,,0,109451,31,28,13,0
,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,,0,3,11,702,,,109452,27,26,13,0
1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,12,650,6000,1,109463,26,26,13,1
1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,6,14,992,0,0,109464,32,26,13,1
1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,11,650,0,0,109466,26,26,13,1
1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,14,1190,16000,1,109470,35,26,13,1
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,9,1260,0,0,109475,36,28,13,1
1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,5,11,930,0,0,109479,31,25,13,1
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,5,9,1806,200,0,109482,43,25,13,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,14,1056,1500,0,109495,33,25,13,1
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,3422,16000,1,109503,59,29,13,1
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,12,930,0,0,109504,31,27,13,1
0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,5,10,870,500,0,109505,30,25,13,0
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,5,12,1560,,0,109508,40,26,13,0
1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,12,870,8000,0,109512,30,25,13,1
,0,0,0,1,0,,,,0,0,0,0,0,0,1,0,1,1,12,2652,,0,109516,52,25,13,0
1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,12,1980,75,0,109523,45,23,13,1
1,0,1,1,1,1,1,1,1,,0,0,0,0,0,0,1,,2,9,930,,,109534,31,23,13,0
1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,5,11,1122,,,109548,34,24,13,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,12,1260,,0,109556,36,22,13,0
0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,13,1560,7052,1,109565,40,30,13,0
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6,12,600,0,0,109575,25,29,13,1
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,1806,3000,0,109702,43,18,13,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,10,756,365,0,109706,28,19,13,1
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,11,1122,3360,0,109709,34,19,13,0
0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12,1482,2880,0,109713,39,19,13,0
1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,3,11,1560,90,0,109714,40,19,13,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,12,870,4525,1,109717,30,18,13,0
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,12,1056,0,,109729,33,20,13,1
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,11,1722,500,1,109745,42,21,13,1
